HEADER[~&~	~&~ENTITY_EMAIL_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENT_TYP_CD::VARCHAR~&~	~&~EMAIL_TYP_CD::VARCHAR~&~	~&~EMAIL_ADDR::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS1455'~&~	~&~'KFS-TEM-KRIM-EMAIL-0316'~&~	~&~'1'~&~	~&~'KFS3783'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rhess@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1456'~&~	~&~'KFS-TEM-KRIM-EMAIL-0317'~&~	~&~'1'~&~	~&~'KFS2887'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rplatt@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1457'~&~	~&~'KFS-TEM-KRIM-EMAIL-0318'~&~	~&~'1'~&~	~&~'KFS2621'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bdbenedi@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1458'~&~	~&~'KFS-TEM-KRIM-EMAIL-0319'~&~	~&~'1'~&~	~&~'KFS3789'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'adbrunel@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1459'~&~	~&~'KFS-TEM-KRIM-EMAIL-0320'~&~	~&~'1'~&~	~&~'KFS2837'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'erubio@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1460'~&~	~&~'KFS-TEM-KRIM-EMAIL-0321'~&~	~&~'1'~&~	~&~'KFS2138'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'thaxton@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1461'~&~	~&~'KFS-TEM-KRIM-EMAIL-0322'~&~	~&~'1'~&~	~&~'KFS3542'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'clowe@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1462'~&~	~&~'KFS-TEM-KRIM-EMAIL-0323'~&~	~&~'1'~&~	~&~'KFS2888'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'dwarring@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1463'~&~	~&~'KFS-TEM-KRIM-EMAIL-0324'~&~	~&~'1'~&~	~&~'KFS3932'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gdmassie@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1464'~&~	~&~'KFS-TEM-KRIM-EMAIL-0325'~&~	~&~'1'~&~	~&~'KFS3446'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gdwolfen@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1465'~&~	~&~'KFS-TEM-KRIM-EMAIL-0326'~&~	~&~'1'~&~	~&~'KFS3157'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mschramm@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1466'~&~	~&~'KFS-TEM-KRIM-EMAIL-0327'~&~	~&~'1'~&~	~&~'KFS3770'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'dumartin@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1467'~&~	~&~'KFS-TEM-KRIM-EMAIL-0328'~&~	~&~'1'~&~	~&~'KFS4034'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jhavens@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1468'~&~	~&~'KFS-TEM-KRIM-EMAIL-0329'~&~	~&~'1'~&~	~&~'KFS3526'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cdance@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1469'~&~	~&~'KFS-TEM-KRIM-EMAIL-0330'~&~	~&~'1'~&~	~&~'KFS2885'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'philips@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1470'~&~	~&~'KFS-TEM-KRIM-EMAIL-0331'~&~	~&~'1'~&~	~&~'KFS3259'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lboswort@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1471'~&~	~&~'KFS-TEM-KRIM-EMAIL-0332'~&~	~&~'1'~&~	~&~'KFS2807'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'day@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1472'~&~	~&~'KFS-TEM-KRIM-EMAIL-0333'~&~	~&~'1'~&~	~&~'KFS3951'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bumaxson@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1473'~&~	~&~'KFS-TEM-KRIM-EMAIL-0334'~&~	~&~'1'~&~	~&~'KFS3533'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cjeanbap@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1474'~&~	~&~'KFS-TEM-KRIM-EMAIL-0335'~&~	~&~'1'~&~	~&~'KFS1029'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mceacher@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1475'~&~	~&~'KFS-TEM-KRIM-EMAIL-0336'~&~	~&~'1'~&~	~&~'KFS3415'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mflander@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1476'~&~	~&~'KFS-TEM-KRIM-EMAIL-0337'~&~	~&~'1'~&~	~&~'KFS1086'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'arriaga@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1477'~&~	~&~'KFS-TEM-KRIM-EMAIL-0338'~&~	~&~'1'~&~	~&~'KFS3801'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'eurainer@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1478'~&~	~&~'KFS-TEM-KRIM-EMAIL-0339'~&~	~&~'1'~&~	~&~'KFS2931'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'kloera@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1479'~&~	~&~'KFS-TEM-KRIM-EMAIL-0340'~&~	~&~'1'~&~	~&~'KFS2912'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'audixon@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1480'~&~	~&~'KFS-TEM-KRIM-EMAIL-0341'~&~	~&~'1'~&~	~&~'KFS3539'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'fufreder@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1481'~&~	~&~'KFS-TEM-KRIM-EMAIL-0342'~&~	~&~'1'~&~	~&~'KFS3044'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cknotts@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1482'~&~	~&~'KFS-TEM-KRIM-EMAIL-0343'~&~	~&~'1'~&~	~&~'KFS3606'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'eukasten@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1483'~&~	~&~'KFS-TEM-KRIM-EMAIL-0344'~&~	~&~'1'~&~	~&~'KFS2584'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'clancy@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1484'~&~	~&~'KFS-TEM-KRIM-EMAIL-0345'~&~	~&~'1'~&~	~&~'KFS3153'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'earenas@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1485'~&~	~&~'KFS-TEM-KRIM-EMAIL-0346'~&~	~&~'1'~&~	~&~'KFS2869'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gendicot@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1486'~&~	~&~'KFS-TEM-KRIM-EMAIL-0347'~&~	~&~'1'~&~	~&~'KFS3549'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mroundtr@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1487'~&~	~&~'KFS-TEM-KRIM-EMAIL-0348'~&~	~&~'1'~&~	~&~'KFS2344'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'kukay@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1488'~&~	~&~'KFS-TEM-KRIM-EMAIL-0349'~&~	~&~'1'~&~	~&~'KFS3642'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'auhuth@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1489'~&~	~&~'KFS-TEM-KRIM-EMAIL-0350'~&~	~&~'1'~&~	~&~'KFS3458'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'nbuford@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1490'~&~	~&~'KFS-TEM-KRIM-EMAIL-0351'~&~	~&~'1'~&~	~&~'KFS3911'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tudeange@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1491'~&~	~&~'KFS-TEM-KRIM-EMAIL-0352'~&~	~&~'1'~&~	~&~'KFS1864'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'byerly@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1492'~&~	~&~'KFS-TEM-KRIM-EMAIL-0353'~&~	~&~'1'~&~	~&~'KFS3693'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'iboudrea@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1493'~&~	~&~'KFS-TEM-KRIM-EMAIL-0354'~&~	~&~'1'~&~	~&~'KFS3950'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lvchisol@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1494'~&~	~&~'KFS-TEM-KRIM-EMAIL-0355'~&~	~&~'1'~&~	~&~'KFS3335'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'hvmarte@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1495'~&~	~&~'KFS-TEM-KRIM-EMAIL-0356'~&~	~&~'1'~&~	~&~'KFS3112'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tislas@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1496'~&~	~&~'KFS-TEM-KRIM-EMAIL-0357'~&~	~&~'1'~&~	~&~'KFS2882'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'sfife@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1497'~&~	~&~'KFS-TEM-KRIM-EMAIL-0358'~&~	~&~'1'~&~	~&~'KFS3528'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mvcintro@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1498'~&~	~&~'KFS-TEM-KRIM-EMAIL-0359'~&~	~&~'1'~&~	~&~'KFS3382'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bdoney@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1499'~&~	~&~'KFS-TEM-KRIM-EMAIL-0360'~&~	~&~'1'~&~	~&~'KFS3394'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'dflickin@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1500'~&~	~&~'KFS-TEM-KRIM-EMAIL-0361'~&~	~&~'1'~&~	~&~'KFS3919'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mvwhiteh@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1501'~&~	~&~'KFS-TEM-KRIM-EMAIL-0362'~&~	~&~'1'~&~	~&~'KFS1025'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'oblood@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1502'~&~	~&~'KFS-TEM-KRIM-EMAIL-0363'~&~	~&~'1'~&~	~&~'KFS3223'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'ehyder@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1503'~&~	~&~'KFS-TEM-KRIM-EMAIL-0364'~&~	~&~'1'~&~	~&~'KFS3115'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mvliu@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1504'~&~	~&~'KFS-TEM-KRIM-EMAIL-0365'~&~	~&~'1'~&~	~&~'KFS2854'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mserra@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1505'~&~	~&~'KFS-TEM-KRIM-EMAIL-0366'~&~	~&~'1'~&~	~&~'KFS3623'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rrunkle@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1506'~&~	~&~'KFS-TEM-KRIM-EMAIL-0367'~&~	~&~'1'~&~	~&~'KFS3221'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mvmiceli@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1507'~&~	~&~'KFS-TEM-KRIM-EMAIL-0368'~&~	~&~'1'~&~	~&~'KFS2884'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lplemmon@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1508'~&~	~&~'KFS-TEM-KRIM-EMAIL-0369'~&~	~&~'1'~&~	~&~'KFS3972'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'sessary@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1509'~&~	~&~'KFS-TEM-KRIM-EMAIL-0370'~&~	~&~'1'~&~	~&~'KFS3838'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bvbrenne@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1510'~&~	~&~'KFS-TEM-KRIM-EMAIL-0371'~&~	~&~'1'~&~	~&~'KFS3263'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lvlinebe@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1511'~&~	~&~'KFS-TEM-KRIM-EMAIL-0372'~&~	~&~'1'~&~	~&~'KFS3205'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cwendel@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1512'~&~	~&~'KFS-TEM-KRIM-EMAIL-0373'~&~	~&~'1'~&~	~&~'KFS3732'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bwburges@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1513'~&~	~&~'KFS-TEM-KRIM-EMAIL-0374'~&~	~&~'1'~&~	~&~'KFS1110'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'ttoney@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1514'~&~	~&~'KFS-TEM-KRIM-EMAIL-0375'~&~	~&~'1'~&~	~&~'KFS3720'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'awautry@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1515'~&~	~&~'KFS-TEM-KRIM-EMAIL-0376'~&~	~&~'1'~&~	~&~'KFS3351'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'agarry@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1516'~&~	~&~'KFS-TEM-KRIM-EMAIL-0377'~&~	~&~'1'~&~	~&~'KFS3840'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'hschrein@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1517'~&~	~&~'KFS-TEM-KRIM-EMAIL-0378'~&~	~&~'1'~&~	~&~'KFS3495'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'swdunnin@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1518'~&~	~&~'KFS-TEM-KRIM-EMAIL-0379'~&~	~&~'1'~&~	~&~'KFS3832'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mcrow@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1519'~&~	~&~'KFS-TEM-KRIM-EMAIL-0380'~&~	~&~'1'~&~	~&~'KFS3338'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'nwviolet@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1520'~&~	~&~'KFS-TEM-KRIM-EMAIL-0381'~&~	~&~'1'~&~	~&~'KFS3258'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'fbranton@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1521'~&~	~&~'KFS-TEM-KRIM-EMAIL-0382'~&~	~&~'1'~&~	~&~'KFS2968'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mwampler@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1522'~&~	~&~'KFS-TEM-KRIM-EMAIL-0383'~&~	~&~'1'~&~	~&~'KFS4002'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'fcurrey@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1523'~&~	~&~'KFS-TEM-KRIM-EMAIL-0384'~&~	~&~'1'~&~	~&~'KFS2412'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mwwilkey@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1524'~&~	~&~'KFS-TEM-KRIM-EMAIL-0385'~&~	~&~'1'~&~	~&~'KFS3846'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gdonato@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1525'~&~	~&~'KFS-TEM-KRIM-EMAIL-0386'~&~	~&~'1'~&~	~&~'KFS3527'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gcurrin@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1526'~&~	~&~'KFS-TEM-KRIM-EMAIL-0387'~&~	~&~'1'~&~	~&~'KFS2949'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cwwagone@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1527'~&~	~&~'KFS-TEM-KRIM-EMAIL-0388'~&~	~&~'1'~&~	~&~'KFS3088'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'sderry@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1528'~&~	~&~'KFS-TEM-KRIM-EMAIL-0389'~&~	~&~'1'~&~	~&~'KFS3711'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'wwyager@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1529'~&~	~&~'KFS-TEM-KRIM-EMAIL-0390'~&~	~&~'1'~&~	~&~'KFS2823'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jwchurch@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1530'~&~	~&~'KFS-TEM-KRIM-EMAIL-0391'~&~	~&~'1'~&~	~&~'KFS2897'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rwporter@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1531'~&~	~&~'KFS-TEM-KRIM-EMAIL-0392'~&~	~&~'1'~&~	~&~'KFS1076'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'barth@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1532'~&~	~&~'KFS-TEM-KRIM-EMAIL-0393'~&~	~&~'1'~&~	~&~'KFS3489'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'nmullens@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1533'~&~	~&~'KFS-TEM-KRIM-EMAIL-0394'~&~	~&~'1'~&~	~&~'KFS1096'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'province@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1534'~&~	~&~'KFS-TEM-KRIM-EMAIL-0395'~&~	~&~'1'~&~	~&~'KFS3442'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cxtrader@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1535'~&~	~&~'KFS-TEM-KRIM-EMAIL-0396'~&~	~&~'1'~&~	~&~'KFS2806'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tbumgarn@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1536'~&~	~&~'KFS-TEM-KRIM-EMAIL-0397'~&~	~&~'1'~&~	~&~'KFS1070'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'vyoon@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1537'~&~	~&~'KFS-TEM-KRIM-EMAIL-0398'~&~	~&~'1'~&~	~&~'KFS1109'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cxtedesc@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1538'~&~	~&~'KFS-TEM-KRIM-EMAIL-0399'~&~	~&~'1'~&~	~&~'KFS3076'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lgutierr@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
