HEADER[~&~	~&~ENTITY_ADDR_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENT_TYP_CD::VARCHAR~&~	~&~ADDR_TYP_CD::VARCHAR~&~	~&~ADDR_LINE_1::VARCHAR~&~	~&~ADDR_LINE_2::VARCHAR~&~	~&~ADDR_LINE_3::VARCHAR~&~	~&~CITY::VARCHAR~&~	~&~STATE_PVC_CD::VARCHAR~&~	~&~POSTAL_CD::VARCHAR~&~	~&~POSTAL_CNTRY_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~ATTN_LINE::VARCHAR~&~	~&~ADDR_FMT::VARCHAR~&~	~&~MOD_DT::TIMESTAMP~&~	~&~VALID_DT::TIMESTAMP~&~	~&~VALID_IND::VARCHAR~&~	~&~NOTE_MSG::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'10517'~&~	~&~'KFS-TEM-KRIM-ADDR-0332'~&~	~&~'1'~&~	~&~'KFS3375'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10518'~&~	~&~'KFS-TEM-KRIM-ADDR-0333'~&~	~&~'1'~&~	~&~'KFS3189'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10519'~&~	~&~'KFS-TEM-KRIM-ADDR-0334'~&~	~&~'1'~&~	~&~'KFS3236'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10520'~&~	~&~'KFS-TEM-KRIM-ADDR-0335'~&~	~&~'1'~&~	~&~'KFS3614'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10521'~&~	~&~'KFS-TEM-KRIM-ADDR-0336'~&~	~&~'1'~&~	~&~'KFS2907'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10522'~&~	~&~'KFS-TEM-KRIM-ADDR-0337'~&~	~&~'1'~&~	~&~'KFS3853'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10523'~&~	~&~'KFS-TEM-KRIM-ADDR-0338'~&~	~&~'1'~&~	~&~'KFS3122'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10524'~&~	~&~'KFS-TEM-KRIM-ADDR-0339'~&~	~&~'1'~&~	~&~'KFS3013'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10525'~&~	~&~'KFS-TEM-KRIM-ADDR-0340'~&~	~&~'1'~&~	~&~'KFS3904'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10526'~&~	~&~'KFS-TEM-KRIM-ADDR-0341'~&~	~&~'1'~&~	~&~'KFS2073'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10527'~&~	~&~'KFS-TEM-KRIM-ADDR-0342'~&~	~&~'1'~&~	~&~'KFS1014'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10528'~&~	~&~'KFS-TEM-KRIM-ADDR-0343'~&~	~&~'1'~&~	~&~'KFS3597'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10529'~&~	~&~'KFS-TEM-KRIM-ADDR-0344'~&~	~&~'1'~&~	~&~'KFS2945'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10530'~&~	~&~'KFS-TEM-KRIM-ADDR-0345'~&~	~&~'1'~&~	~&~'KFS3915'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10531'~&~	~&~'KFS-TEM-KRIM-ADDR-0346'~&~	~&~'1'~&~	~&~'KFS3868'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10532'~&~	~&~'KFS-TEM-KRIM-ADDR-0347'~&~	~&~'1'~&~	~&~'KFS3612'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10533'~&~	~&~'KFS-TEM-KRIM-ADDR-0348'~&~	~&~'1'~&~	~&~'KFS3104'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10534'~&~	~&~'KFS-TEM-KRIM-ADDR-0349'~&~	~&~'1'~&~	~&~'KFS3611'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10535'~&~	~&~'KFS-TEM-KRIM-ADDR-0350'~&~	~&~'1'~&~	~&~'KFS1515'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10536'~&~	~&~'KFS-TEM-KRIM-ADDR-0351'~&~	~&~'1'~&~	~&~'KFS3198'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10537'~&~	~&~'KFS-TEM-KRIM-ADDR-0352'~&~	~&~'1'~&~	~&~'KFS3957'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10538'~&~	~&~'KFS-TEM-KRIM-ADDR-0353'~&~	~&~'1'~&~	~&~'KFS3983'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10539'~&~	~&~'KFS-TEM-KRIM-ADDR-0354'~&~	~&~'1'~&~	~&~'KFS3754'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10540'~&~	~&~'KFS-TEM-KRIM-ADDR-0355'~&~	~&~'1'~&~	~&~'KFS3603'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10541'~&~	~&~'KFS-TEM-KRIM-ADDR-0356'~&~	~&~'1'~&~	~&~'KFS2797'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10542'~&~	~&~'KFS-TEM-KRIM-ADDR-0357'~&~	~&~'1'~&~	~&~'KFS2693'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10543'~&~	~&~'KFS-TEM-KRIM-ADDR-0358'~&~	~&~'1'~&~	~&~'KFS3298'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10544'~&~	~&~'KFS-TEM-KRIM-ADDR-0359'~&~	~&~'1'~&~	~&~'KFS3355'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10545'~&~	~&~'KFS-TEM-KRIM-ADDR-0360'~&~	~&~'1'~&~	~&~'KFS2920'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10546'~&~	~&~'KFS-TEM-KRIM-ADDR-0361'~&~	~&~'1'~&~	~&~'KFS2815'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10547'~&~	~&~'KFS-TEM-KRIM-ADDR-0362'~&~	~&~'1'~&~	~&~'KFS3940'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10548'~&~	~&~'KFS-TEM-KRIM-ADDR-0363'~&~	~&~'1'~&~	~&~'KFS4008'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10549'~&~	~&~'KFS-TEM-KRIM-ADDR-0364'~&~	~&~'1'~&~	~&~'KFS2965'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10550'~&~	~&~'KFS-TEM-KRIM-ADDR-0365'~&~	~&~'1'~&~	~&~'KFS3465'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10551'~&~	~&~'KFS-TEM-KRIM-ADDR-0366'~&~	~&~'1'~&~	~&~'KFS1091'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10552'~&~	~&~'KFS-TEM-KRIM-ADDR-0367'~&~	~&~'1'~&~	~&~'KFS2917'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10553'~&~	~&~'KFS-TEM-KRIM-ADDR-0368'~&~	~&~'1'~&~	~&~'KFS3268'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10554'~&~	~&~'KFS-TEM-KRIM-ADDR-0369'~&~	~&~'1'~&~	~&~'KFS3032'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10555'~&~	~&~'KFS-TEM-KRIM-ADDR-0370'~&~	~&~'1'~&~	~&~'KFS3272'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10556'~&~	~&~'KFS-TEM-KRIM-ADDR-0371'~&~	~&~'1'~&~	~&~'KFS3743'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10557'~&~	~&~'KFS-TEM-KRIM-ADDR-0372'~&~	~&~'1'~&~	~&~'KFS3679'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10558'~&~	~&~'KFS-TEM-KRIM-ADDR-0373'~&~	~&~'1'~&~	~&~'KFS2762'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10559'~&~	~&~'KFS-TEM-KRIM-ADDR-0374'~&~	~&~'1'~&~	~&~'KFS3154'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10560'~&~	~&~'KFS-TEM-KRIM-ADDR-0375'~&~	~&~'1'~&~	~&~'KFS3449'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10561'~&~	~&~'KFS-TEM-KRIM-ADDR-0376'~&~	~&~'1'~&~	~&~'KFS3616'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10562'~&~	~&~'KFS-TEM-KRIM-ADDR-0377'~&~	~&~'1'~&~	~&~'KFS3773'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10563'~&~	~&~'KFS-TEM-KRIM-ADDR-0378'~&~	~&~'1'~&~	~&~'KFS3024'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
