HEADER[~&~	~&~ENTITY_NM_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~NM_TYP_CD::VARCHAR~&~	~&~FIRST_NM::VARCHAR~&~	~&~MIDDLE_NM::VARCHAR~&~	~&~LAST_NM::VARCHAR~&~	~&~SUFFIX_NM::VARCHAR~&~	~&~PREFIX_NM::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~TITLE_NM::VARCHAR~&~	~&~NOTE_MSG::VARCHAR~&~	~&~NM_CHNG_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS2550'~&~	~&~'KFS2550'~&~	~&~'1'~&~	~&~'KFS2550'~&~	~&~'PRFR'~&~	~&~'KRISTY'~&~	~&~'C'~&~	~&~'LARRABEE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2552'~&~	~&~'KFS2552'~&~	~&~'1'~&~	~&~'KFS2552'~&~	~&~'PRFR'~&~	~&~'MILLARD'~&~	~&~'P'~&~	~&~'LANDER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2554'~&~	~&~'KFS2554'~&~	~&~'1'~&~	~&~'KFS2554'~&~	~&~'PRFR'~&~	~&~'VERN'~&~	~&~'O'~&~	~&~'HUNTLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2559'~&~	~&~'KFS2559'~&~	~&~'1'~&~	~&~'KFS2559'~&~	~&~'PRFR'~&~	~&~'HEIDI'~&~	~&~'K'~&~	~&~'REYNOLDS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2566'~&~	~&~'KFS2566'~&~	~&~'1'~&~	~&~'KFS2566'~&~	~&~'PRFR'~&~	~&~'YOLANDA'~&~	~&~'C'~&~	~&~'PEACHEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2567'~&~	~&~'KFS2567'~&~	~&~'1'~&~	~&~'KFS2567'~&~	~&~'PRFR'~&~	~&~'ROOSEVELT'~&~	~&~'E'~&~	~&~'COFFEE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2568'~&~	~&~'KFS2568'~&~	~&~'1'~&~	~&~'KFS2568'~&~	~&~'PRFR'~&~	~&~'LADONNA'~&~	~&~'O'~&~	~&~'CANDELARIA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2578'~&~	~&~'KFS2578'~&~	~&~'1'~&~	~&~'KFS2578'~&~	~&~'PRFR'~&~	~&~'GAIL'~&~	~&~'E'~&~	~&~'ROBESON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2582'~&~	~&~'KFS2582'~&~	~&~'1'~&~	~&~'KFS2582'~&~	~&~'PRFR'~&~	~&~'ELIAS'~&~	~&~'F'~&~	~&~'LEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2584'~&~	~&~'KFS2584'~&~	~&~'1'~&~	~&~'KFS2584'~&~	~&~'PRFR'~&~	~&~'TABATHA'~&~	~&~'U'~&~	~&~'CLANCY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2587'~&~	~&~'KFS2587'~&~	~&~'1'~&~	~&~'KFS2587'~&~	~&~'PRFR'~&~	~&~'SUSANNE'~&~	~&~'T'~&~	~&~'UPTON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2588'~&~	~&~'KFS2588'~&~	~&~'1'~&~	~&~'KFS2588'~&~	~&~'PRFR'~&~	~&~'KRISTI'~&~	~&~'B'~&~	~&~'BANNER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2593'~&~	~&~'KFS2593'~&~	~&~'1'~&~	~&~'KFS2593'~&~	~&~'PRFR'~&~	~&~'ROBBIE'~&~	~&~'S'~&~	~&~'BOCANEGRA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2594'~&~	~&~'KFS2594'~&~	~&~'1'~&~	~&~'KFS2594'~&~	~&~'PRFR'~&~	~&~'ELLEN'~&~	~&~'K'~&~	~&~'BAUER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2595'~&~	~&~'KFS2595'~&~	~&~'1'~&~	~&~'KFS2595'~&~	~&~'PRFR'~&~	~&~'MILES'~&~	~&~'K'~&~	~&~'RAWLINS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2602'~&~	~&~'KFS2602'~&~	~&~'1'~&~	~&~'KFS2602'~&~	~&~'PRFR'~&~	~&~'JASON'~&~	~&~'X'~&~	~&~'NAPOLI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2606'~&~	~&~'KFS2606'~&~	~&~'1'~&~	~&~'KFS2606'~&~	~&~'PRFR'~&~	~&~'ARRON'~&~	~&~'V'~&~	~&~'MALOY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2607'~&~	~&~'KFS2607'~&~	~&~'1'~&~	~&~'KFS2607'~&~	~&~'PRFR'~&~	~&~'GERMAN'~&~	~&~'P'~&~	~&~'HOM'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2612'~&~	~&~'KFS2612'~&~	~&~'1'~&~	~&~'KFS2612'~&~	~&~'PRFR'~&~	~&~'FLORA'~&~	~&~'D'~&~	~&~'RAMSEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2616'~&~	~&~'KFS2616'~&~	~&~'1'~&~	~&~'KFS2616'~&~	~&~'PRFR'~&~	~&~'WALLACE'~&~	~&~'B'~&~	~&~'BOULDIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2621'~&~	~&~'KFS2621'~&~	~&~'1'~&~	~&~'KFS2621'~&~	~&~'PRFR'~&~	~&~'BENNY'~&~	~&~'D'~&~	~&~'BENEDICT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2629'~&~	~&~'KFS2629'~&~	~&~'1'~&~	~&~'KFS2629'~&~	~&~'PRFR'~&~	~&~'ISMAEL'~&~	~&~'E'~&~	~&~'JAHNKE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2631'~&~	~&~'KFS2631'~&~	~&~'1'~&~	~&~'KFS2631'~&~	~&~'PRFR'~&~	~&~'CAMERON'~&~	~&~'X'~&~	~&~'CARNES'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2641'~&~	~&~'KFS2641'~&~	~&~'1'~&~	~&~'KFS2641'~&~	~&~'PRFR'~&~	~&~'WENDI'~&~	~&~'P'~&~	~&~'RHODEN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2646'~&~	~&~'KFS2646'~&~	~&~'1'~&~	~&~'KFS2646'~&~	~&~'PRFR'~&~	~&~'JEFFERY'~&~	~&~'Z'~&~	~&~'MYERS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2648'~&~	~&~'KFS2648'~&~	~&~'1'~&~	~&~'KFS2648'~&~	~&~'PRFR'~&~	~&~'LAMONT'~&~	~&~'Q'~&~	~&~'BROCK'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2651'~&~	~&~'KFS2651'~&~	~&~'1'~&~	~&~'KFS2651'~&~	~&~'PRFR'~&~	~&~'LUCIO'~&~	~&~'Z'~&~	~&~'ROBINS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2655'~&~	~&~'KFS2655'~&~	~&~'1'~&~	~&~'KFS2655'~&~	~&~'PRFR'~&~	~&~'VALERIE'~&~	~&~'Z'~&~	~&~'RIENDEAU'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2656'~&~	~&~'KFS2656'~&~	~&~'1'~&~	~&~'KFS2656'~&~	~&~'PRFR'~&~	~&~'CONNIE'~&~	~&~'T'~&~	~&~'BECKFORD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2657'~&~	~&~'KFS2657'~&~	~&~'1'~&~	~&~'KFS2657'~&~	~&~'PRFR'~&~	~&~'HEATHER'~&~	~&~'A'~&~	~&~'MCGOUGH'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2658'~&~	~&~'KFS2658'~&~	~&~'1'~&~	~&~'KFS2658'~&~	~&~'PRFR'~&~	~&~'JARRED'~&~	~&~'F'~&~	~&~'INGRAHAM'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2659'~&~	~&~'KFS2659'~&~	~&~'1'~&~	~&~'KFS2659'~&~	~&~'PRFR'~&~	~&~'LISA'~&~	~&~'R'~&~	~&~'BOROWSKI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2693'~&~	~&~'KFS2693'~&~	~&~'1'~&~	~&~'KFS2693'~&~	~&~'PRFR'~&~	~&~'ALAN'~&~	~&~'C'~&~	~&~'FEENEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2694'~&~	~&~'KFS2694'~&~	~&~'1'~&~	~&~'KFS2694'~&~	~&~'PRFR'~&~	~&~'CESAR'~&~	~&~'S'~&~	~&~'HOLLY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2695'~&~	~&~'KFS2695'~&~	~&~'1'~&~	~&~'KFS2695'~&~	~&~'PRFR'~&~	~&~'MELISA'~&~	~&~'A'~&~	~&~'SHOEMAKE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2734'~&~	~&~'KFS2734'~&~	~&~'1'~&~	~&~'KFS2734'~&~	~&~'PRFR'~&~	~&~'GILBERT'~&~	~&~'A'~&~	~&~'THEODORE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2742'~&~	~&~'KFS2742'~&~	~&~'1'~&~	~&~'KFS2742'~&~	~&~'PRFR'~&~	~&~'ALEJANDRA'~&~	~&~'O'~&~	~&~'SCHEXNAYDER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2743'~&~	~&~'KFS2743'~&~	~&~'1'~&~	~&~'KFS2743'~&~	~&~'PRFR'~&~	~&~'ESTEBAN'~&~	~&~'I'~&~	~&~'AHLERS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2744'~&~	~&~'KFS2744'~&~	~&~'1'~&~	~&~'KFS2744'~&~	~&~'PRFR'~&~	~&~'GENARO'~&~	~&~'V'~&~	~&~'GOUGE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2745'~&~	~&~'KFS2745'~&~	~&~'1'~&~	~&~'KFS2745'~&~	~&~'PRFR'~&~	~&~'KRISTEN'~&~	~&~'Z'~&~	~&~'WESTERN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2746'~&~	~&~'KFS2746'~&~	~&~'1'~&~	~&~'KFS2746'~&~	~&~'PRFR'~&~	~&~'JONAH'~&~	~&~'T'~&~	~&~'BROCKWAY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2747'~&~	~&~'KFS2747'~&~	~&~'1'~&~	~&~'KFS2747'~&~	~&~'PRFR'~&~	~&~'LUPE'~&~	~&~'W'~&~	~&~'CANTU'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2748'~&~	~&~'KFS2748'~&~	~&~'1'~&~	~&~'KFS2748'~&~	~&~'PRFR'~&~	~&~'IVA'~&~	~&~'J'~&~	~&~'HEDDEN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2749'~&~	~&~'KFS2749'~&~	~&~'1'~&~	~&~'KFS2749'~&~	~&~'PRFR'~&~	~&~'IVY'~&~	~&~'Z'~&~	~&~'HILLYER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2750'~&~	~&~'KFS2750'~&~	~&~'1'~&~	~&~'KFS2750'~&~	~&~'PRFR'~&~	~&~'JANNA'~&~	~&~'E'~&~	~&~'RICHARDS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2751'~&~	~&~'KFS2751'~&~	~&~'1'~&~	~&~'KFS2751'~&~	~&~'PRFR'~&~	~&~'TOMAS'~&~	~&~'Z'~&~	~&~'WESTCOTT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2752'~&~	~&~'KFS2752'~&~	~&~'1'~&~	~&~'KFS2752'~&~	~&~'PRFR'~&~	~&~'MONA'~&~	~&~'I'~&~	~&~'BARANOWSKI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2753'~&~	~&~'KFS2753'~&~	~&~'1'~&~	~&~'KFS2753'~&~	~&~'PRFR'~&~	~&~'BRIDGET'~&~	~&~'A'~&~	~&~'BERKLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2754'~&~	~&~'KFS2754'~&~	~&~'1'~&~	~&~'KFS2754'~&~	~&~'PRFR'~&~	~&~'MICKEY'~&~	~&~'S'~&~	~&~'MARIANO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2755'~&~	~&~'KFS2755'~&~	~&~'1'~&~	~&~'KFS2755'~&~	~&~'PRFR'~&~	~&~'DEBORA'~&~	~&~'Z'~&~	~&~'MARRUFO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2756'~&~	~&~'KFS2756'~&~	~&~'1'~&~	~&~'KFS2756'~&~	~&~'PRFR'~&~	~&~'MONA'~&~	~&~'T'~&~	~&~'MANCINI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2757'~&~	~&~'KFS2757'~&~	~&~'1'~&~	~&~'KFS2757'~&~	~&~'PRFR'~&~	~&~'GERALD'~&~	~&~'U'~&~	~&~'SHERRILL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2758'~&~	~&~'KFS2758'~&~	~&~'1'~&~	~&~'KFS2758'~&~	~&~'PRFR'~&~	~&~'EFREN'~&~	~&~'S'~&~	~&~'SIBLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2759'~&~	~&~'KFS2759'~&~	~&~'1'~&~	~&~'KFS2759'~&~	~&~'PRFR'~&~	~&~'LADONNA'~&~	~&~'N'~&~	~&~'BOYKIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2760'~&~	~&~'KFS2760'~&~	~&~'1'~&~	~&~'KFS2760'~&~	~&~'PRFR'~&~	~&~'VIRGIE'~&~	~&~'M'~&~	~&~'DURDEN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2761'~&~	~&~'KFS2761'~&~	~&~'1'~&~	~&~'KFS2761'~&~	~&~'PRFR'~&~	~&~'JOEL'~&~	~&~'G'~&~	~&~'TONER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2762'~&~	~&~'KFS2762'~&~	~&~'1'~&~	~&~'KFS2762'~&~	~&~'PRFR'~&~	~&~'SONNY'~&~	~&~'C'~&~	~&~'CLINKSCALES'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2763'~&~	~&~'KFS2763'~&~	~&~'1'~&~	~&~'KFS2763'~&~	~&~'PRFR'~&~	~&~'LOIS'~&~	~&~'Z'~&~	~&~'SEVERSON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2764'~&~	~&~'KFS2764'~&~	~&~'1'~&~	~&~'KFS2764'~&~	~&~'PRFR'~&~	~&~'BELINDA'~&~	~&~'R'~&~	~&~'HADFIELD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2765'~&~	~&~'KFS2765'~&~	~&~'1'~&~	~&~'KFS2765'~&~	~&~'PRFR'~&~	~&~'DOYLE'~&~	~&~'W'~&~	~&~'ALSTON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2766'~&~	~&~'KFS2766'~&~	~&~'1'~&~	~&~'KFS2766'~&~	~&~'PRFR'~&~	~&~'ANTONE'~&~	~&~'S'~&~	~&~'CARTER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2767'~&~	~&~'KFS2767'~&~	~&~'1'~&~	~&~'KFS2767'~&~	~&~'PRFR'~&~	~&~'ISABEL'~&~	~&~'T'~&~	~&~'MIXON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2768'~&~	~&~'KFS2768'~&~	~&~'1'~&~	~&~'KFS2768'~&~	~&~'PRFR'~&~	~&~'KRISTIE'~&~	~&~'K'~&~	~&~'YOUNGS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2769'~&~	~&~'KFS2769'~&~	~&~'1'~&~	~&~'KFS2769'~&~	~&~'PRFR'~&~	~&~'ESTER'~&~	~&~'G'~&~	~&~'REYNOSO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2770'~&~	~&~'KFS2770'~&~	~&~'1'~&~	~&~'KFS2770'~&~	~&~'PRFR'~&~	~&~'NATHAN'~&~	~&~'L'~&~	~&~'MCKAMEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2771'~&~	~&~'KFS2771'~&~	~&~'1'~&~	~&~'KFS2771'~&~	~&~'PRFR'~&~	~&~'LES'~&~	~&~'Y'~&~	~&~'HAYNIE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
