HEADER[~&~	~&~ENTITY_PHONE_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENT_TYP_CD::VARCHAR~&~	~&~PHONE_TYP_CD::VARCHAR~&~	~&~PHONE_NBR::VARCHAR~&~	~&~PHONE_EXTN_NBR::VARCHAR~&~	~&~POSTAL_CNTRY_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'10331'~&~	~&~'KFS-TEM-KRIM-PHONE-0104'~&~	~&~'1'~&~	~&~'KFS3833'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10332'~&~	~&~'KFS-TEM-KRIM-PHONE-0105'~&~	~&~'1'~&~	~&~'KFS3350'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10333'~&~	~&~'KFS-TEM-KRIM-PHONE-0106'~&~	~&~'1'~&~	~&~'KFS3459'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10334'~&~	~&~'KFS-TEM-KRIM-PHONE-0107'~&~	~&~'1'~&~	~&~'KFS4026'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10335'~&~	~&~'KFS-TEM-KRIM-PHONE-0108'~&~	~&~'1'~&~	~&~'KFS3130'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10336'~&~	~&~'KFS-TEM-KRIM-PHONE-0109'~&~	~&~'1'~&~	~&~'KFS1601'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10337'~&~	~&~'KFS-TEM-KRIM-PHONE-0110'~&~	~&~'1'~&~	~&~'KFS3835'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10338'~&~	~&~'KFS-TEM-KRIM-PHONE-0111'~&~	~&~'1'~&~	~&~'KFS3077'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10339'~&~	~&~'KFS-TEM-KRIM-PHONE-0112'~&~	~&~'1'~&~	~&~'KFS3143'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10340'~&~	~&~'KFS-TEM-KRIM-PHONE-0113'~&~	~&~'1'~&~	~&~'KFS3484'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10341'~&~	~&~'KFS-TEM-KRIM-PHONE-0114'~&~	~&~'1'~&~	~&~'KFS2874'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10342'~&~	~&~'KFS-TEM-KRIM-PHONE-0115'~&~	~&~'1'~&~	~&~'KFS3285'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10343'~&~	~&~'KFS-TEM-KRIM-PHONE-0116'~&~	~&~'1'~&~	~&~'KFS3912'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10344'~&~	~&~'KFS-TEM-KRIM-PHONE-0117'~&~	~&~'1'~&~	~&~'KFS3818'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10345'~&~	~&~'KFS-TEM-KRIM-PHONE-0118'~&~	~&~'1'~&~	~&~'KFS3994'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10346'~&~	~&~'KFS-TEM-KRIM-PHONE-0119'~&~	~&~'1'~&~	~&~'KFS2971'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10347'~&~	~&~'KFS-TEM-KRIM-PHONE-0120'~&~	~&~'1'~&~	~&~'KFS2860'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10348'~&~	~&~'KFS-TEM-KRIM-PHONE-0121'~&~	~&~'1'~&~	~&~'KFS3178'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10349'~&~	~&~'KFS-TEM-KRIM-PHONE-0122'~&~	~&~'1'~&~	~&~'KFS2886'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10350'~&~	~&~'KFS-TEM-KRIM-PHONE-0123'~&~	~&~'1'~&~	~&~'KFS2843'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10351'~&~	~&~'KFS-TEM-KRIM-PHONE-0124'~&~	~&~'1'~&~	~&~'KFS2980'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10352'~&~	~&~'KFS-TEM-KRIM-PHONE-0125'~&~	~&~'1'~&~	~&~'KFS3419'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10353'~&~	~&~'KFS-TEM-KRIM-PHONE-0126'~&~	~&~'1'~&~	~&~'KFS1545'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10354'~&~	~&~'KFS-TEM-KRIM-PHONE-0127'~&~	~&~'1'~&~	~&~'KFS3502'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10355'~&~	~&~'KFS-TEM-KRIM-PHONE-0128'~&~	~&~'1'~&~	~&~'KFS3721'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10356'~&~	~&~'KFS-TEM-KRIM-PHONE-0129'~&~	~&~'1'~&~	~&~'KFS3847'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10357'~&~	~&~'KFS-TEM-KRIM-PHONE-0130'~&~	~&~'1'~&~	~&~'KFS3257'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10358'~&~	~&~'KFS-TEM-KRIM-PHONE-0131'~&~	~&~'1'~&~	~&~'KFS3103'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10359'~&~	~&~'KFS-TEM-KRIM-PHONE-0132'~&~	~&~'1'~&~	~&~'KFS3812'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10360'~&~	~&~'KFS-TEM-KRIM-PHONE-0133'~&~	~&~'1'~&~	~&~'KFS3619'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10361'~&~	~&~'KFS-TEM-KRIM-PHONE-0134'~&~	~&~'1'~&~	~&~'KFS3937'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10362'~&~	~&~'KFS-TEM-KRIM-PHONE-0135'~&~	~&~'1'~&~	~&~'KFS3690'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10363'~&~	~&~'KFS-TEM-KRIM-PHONE-0136'~&~	~&~'1'~&~	~&~'KFS3011'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10364'~&~	~&~'KFS-TEM-KRIM-PHONE-0137'~&~	~&~'1'~&~	~&~'KFS3098'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10365'~&~	~&~'KFS-TEM-KRIM-PHONE-0138'~&~	~&~'1'~&~	~&~'KFS2782'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10366'~&~	~&~'KFS-TEM-KRIM-PHONE-0139'~&~	~&~'1'~&~	~&~'KFS3136'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10367'~&~	~&~'KFS-TEM-KRIM-PHONE-0140'~&~	~&~'1'~&~	~&~'KFS2774'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10368'~&~	~&~'KFS-TEM-KRIM-PHONE-0141'~&~	~&~'1'~&~	~&~'KFS3980'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10369'~&~	~&~'KFS-TEM-KRIM-PHONE-0142'~&~	~&~'1'~&~	~&~'KFS3093'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10370'~&~	~&~'KFS-TEM-KRIM-PHONE-0143'~&~	~&~'1'~&~	~&~'KFS3297'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10371'~&~	~&~'KFS-TEM-KRIM-PHONE-0144'~&~	~&~'1'~&~	~&~'KFS2595'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10372'~&~	~&~'KFS-TEM-KRIM-PHONE-0145'~&~	~&~'1'~&~	~&~'KFS2796'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10373'~&~	~&~'KFS-TEM-KRIM-PHONE-0146'~&~	~&~'1'~&~	~&~'KFS4025'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10374'~&~	~&~'KFS-TEM-KRIM-PHONE-0147'~&~	~&~'1'~&~	~&~'KFS3707'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10375'~&~	~&~'KFS-TEM-KRIM-PHONE-0148'~&~	~&~'1'~&~	~&~'KFS3948'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10376'~&~	~&~'KFS-TEM-KRIM-PHONE-0149'~&~	~&~'1'~&~	~&~'KFS3694'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10377'~&~	~&~'KFS-TEM-KRIM-PHONE-0150'~&~	~&~'1'~&~	~&~'KFS3819'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10378'~&~	~&~'KFS-TEM-KRIM-PHONE-0151'~&~	~&~'1'~&~	~&~'KFS2018'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10379'~&~	~&~'KFS-TEM-KRIM-PHONE-0152'~&~	~&~'1'~&~	~&~'KFS1079'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10380'~&~	~&~'KFS-TEM-KRIM-PHONE-0153'~&~	~&~'1'~&~	~&~'KFS3925'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10381'~&~	~&~'KFS-TEM-KRIM-PHONE-0762'~&~	~&~'1'~&~	~&~'KFS3747'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10382'~&~	~&~'KFS-TEM-KRIM-PHONE-0763'~&~	~&~'1'~&~	~&~'KFS3081'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10383'~&~	~&~'KFS-TEM-KRIM-PHONE-0764'~&~	~&~'1'~&~	~&~'KFS3524'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10384'~&~	~&~'KFS-TEM-KRIM-PHONE-0765'~&~	~&~'1'~&~	~&~'KFS2822'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10385'~&~	~&~'KFS-TEM-KRIM-PHONE-0766'~&~	~&~'1'~&~	~&~'KFS3165'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10386'~&~	~&~'KFS-TEM-KRIM-PHONE-0767'~&~	~&~'1'~&~	~&~'KFS3288'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10387'~&~	~&~'KFS-TEM-KRIM-PHONE-0768'~&~	~&~'1'~&~	~&~'KFS3656'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10388'~&~	~&~'KFS-TEM-KRIM-PHONE-0769'~&~	~&~'1'~&~	~&~'KFS3138'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10389'~&~	~&~'KFS-TEM-KRIM-PHONE-0770'~&~	~&~'1'~&~	~&~'KFS3922'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10390'~&~	~&~'KFS-TEM-KRIM-PHONE-0771'~&~	~&~'1'~&~	~&~'KFS3034'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10391'~&~	~&~'KFS-TEM-KRIM-PHONE-0772'~&~	~&~'1'~&~	~&~'KFS3924'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10392'~&~	~&~'KFS-TEM-KRIM-PHONE-0773'~&~	~&~'1'~&~	~&~'KFS3466'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10393'~&~	~&~'KFS-TEM-KRIM-PHONE-0774'~&~	~&~'1'~&~	~&~'KFS3083'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10394'~&~	~&~'KFS-TEM-KRIM-PHONE-0775'~&~	~&~'1'~&~	~&~'KFS2770'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10395'~&~	~&~'KFS-TEM-KRIM-PHONE-0776'~&~	~&~'1'~&~	~&~'KFS3998'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10396'~&~	~&~'KFS-TEM-KRIM-PHONE-0777'~&~	~&~'1'~&~	~&~'KFS3797'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10397'~&~	~&~'KFS-TEM-KRIM-PHONE-0778'~&~	~&~'1'~&~	~&~'KFS3277'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10398'~&~	~&~'KFS-TEM-KRIM-PHONE-0779'~&~	~&~'1'~&~	~&~'KFS3056'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10399'~&~	~&~'KFS-TEM-KRIM-PHONE-0780'~&~	~&~'1'~&~	~&~'KFS3961'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10400'~&~	~&~'KFS-TEM-KRIM-PHONE-0781'~&~	~&~'1'~&~	~&~'KFS3431'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10401'~&~	~&~'KFS-TEM-KRIM-PHONE-0782'~&~	~&~'1'~&~	~&~'KFS3150'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10402'~&~	~&~'KFS-TEM-KRIM-PHONE-0783'~&~	~&~'1'~&~	~&~'KFS3235'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10403'~&~	~&~'KFS-TEM-KRIM-PHONE-0784'~&~	~&~'1'~&~	~&~'KFS2878'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10404'~&~	~&~'KFS-TEM-KRIM-PHONE-0785'~&~	~&~'1'~&~	~&~'KFS3332'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10405'~&~	~&~'KFS-TEM-KRIM-PHONE-0786'~&~	~&~'1'~&~	~&~'KFS4036'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10406'~&~	~&~'KFS-TEM-KRIM-PHONE-0787'~&~	~&~'1'~&~	~&~'KFS2978'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10407'~&~	~&~'KFS-TEM-KRIM-PHONE-0788'~&~	~&~'1'~&~	~&~'KFS3182'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10408'~&~	~&~'KFS-TEM-KRIM-PHONE-0789'~&~	~&~'1'~&~	~&~'KFS2795'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
